Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.3967,chr12,1204991,1207963,+,2973,0,24,27,0,102,0,180,0,100
GENE.3968,chr12;chr12,1208912;1209271,1208990;1209542,+;+,351,27,27,30,33,44,10,24,10,44
GENE.3969,chr12;chr12,1211788;1212022,1211874;1213563,+;+,1629,4963,4919,4856,4121,3709,113,1066,113,3709
GENE.397,chr2,558585,560594,+,2010,0,1,14,0,58,0,17,0,58
GENE.3970,chr12;chr12,1214043;1214321,1214139;1217715,-;-,3492,0,11,16,0,148,0,237,0,142
GENE.3971,chr12;chr12;chr12,1218181;1218486;1218692,1218261;1218578;1218766,+;+;+,249,0,0,0,0,8,0,0,0,8
GENE.3972,chr12;chr12;chr12;chr12,1219136;1219363;1219634;1226219,1219222;1219432;1226054;1226465,-;-;-;-,6825,0,15,42,0,288,0,75,0,283
GENE.3973,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1228063;1228466;1228776;1228936;1229193;1229345;1229499;1229650;1229792;1229989;1230237;1230511;1230672;1230901;1231110;1231269;1231550;1231694;1231853;1232057;1232200;1232457;1232723;1232970,1228377;1228549;1228853;1229079;1229249;1229402;1229545;1229677;1229832;1230085;1230325;1230569;1230744;1230999;1231180;1231392;1231618;1231750;1231917;1232105;1232323;1232560;1232827;1233005,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2073,0,2,8,0,130,0,71,0,130
GENE.3974,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1228063;1228466;1228776;1228936;1229345;1229499;1229650;1229792;1229989;1230237;1230511;1230672;1230901;1231110;1231269;1231550;1231694;1231853;1232057;1232200;1232457;1232723;1232970,1228377;1228549;1228853;1229079;1229402;1229545;1229677;1229832;1230085;1230325;1230569;1230744;1230999;1231180;1231392;1231618;1231750;1231917;1232105;1232323;1232560;1232827;1233005,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2016,0,2,8,0,127,0,71,0,127
GENE.3975,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1233696;1234050;1234391;1234715;1234905;1235195;1235565;1235767;1236114;1236376;1241189,1233934;1234227;1234529;1234790;1235014;1235360;1235649;1235957;1236241;1240970;1241287,+;+;+;+;+;+;+;+;+;+;+,6006,43230,44551,42339,41406,36866,2036,11144,2033,36823
GENE.3976,chr12,1242025,1243599,-,1575,3176,3171,3160,3006,3068,361,1089,361,3063
GENE.3977,chr12;chr12;chr12,1245535;1245921;1248520,1245634;1248517;1249170,+;+;+,3348,0,7,22,0,117,0,161,0,109
GENE.3978,chr12;chr12,1249768;1250037,1249923;1250657,-;-,777,1227,1225,1182,1049,912,17,229,17,912
GENE.3979,chr12;chr12;chr12;chr12;chr12,1251914;1252354;1252591;1252818;1253005,1252224;1252480;1252629;1252901;1253067,-;-;-;-;-,624,170,170,168,171,160,13,51,13,160
GENE.398,chr2,561122,564622,-,3501,6208,6217,6044,5828,5448,383,1685,383,5430
GENE.3980,chr12,1253973,1255481,-,1509,0,2,3,0,65,0,2,0,65
GENE.3981,chr12;chr12,1256690;1257210,1256925;1258104,+;+,1131,0,1,2,0,63,0,14,0,63
GENE.3982,chr12,1259620,1262088,+,2469,2142,2145,2136,2036,2024,163,978,163,2023
GENE.3983,chr12;chr12,1263661;1263929,1263750;1265593,+;+,1755,0,3,12,0,79,0,163,0,79
GENE.3984,chr12,1267368,1270181,+,2814,0,14,8,0,101,0,54,0,101
GENE.3985,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1271140;1271254;1271444;1271651;1271809;1271959;1272176;1272655,1271154;1271313;1271566;1271712;1271858;1272065;1272488;1274855,+;+;+;+;+;+;+;+,2931,0,17,20,0,126,0,141,0,125
GENE.3986,chr12;chr12;chr12;chr12;chr12;chr12;chr12,1276257;1276437;1276750;1276973;1277287;1277491;1277688,1276305;1276575;1276833;1277174;1277355;1277542;1277734,+;+;+;+;+;+;+,642,313,313,308,311,366,34,168,34,366
GENE.3987,chr12,1278460,1279611,-,1152,0,1,2,0,64,0,0,0,64
GENE.3988,chr12,1286498,1289356,-,2859,2592,2587,2559,2264,2216,130,724,130,2216
GENE.3989,chr12;chr12;chr12,1290685;1291107;1296898,1290882;1296571;1297069,-;-;-,5835,5808,5723,5635,4966,4502,211,1431,211,4500
GENE.399,chr2;chr2,566121;566269,566123;567894,+;+,1629,256,256,254,232,282,14,74,14,282
GENE.3990,chr12,1299608,1300027,+,420,166,166,166,172,186,10,44,10,183
GENE.3991,chr12,1301098,1304604,-,3507,0,7,1,0,166,1,47,1,166
GENE.3992,chr12;chr12,1306524;1306835,1306593;1306968,-;-,204,3,3,3,3,14,0,2,0,14
GENE.3993,chr12,1314696,1320170,+,5475,0,53,69,0,221,0,1923,0,211
GENE.3994,chr12,1321980,1325240,+,3261,16178,16035,15799,14632,13109,905,3849,905,13109
GENE.3995,chr12;chr12,1325484;1325759,1325573;1327339,-;-,1671,329,338,324,305,370,37,252,37,370
GENE.3996,chr12;chr12,1328311;1330355,1329450;1331371,-;-,2157,0,5,7,0,103,0,60,0,103
GENE.3997,chr12;chr12,1333134;1333429,1333204;1334896,+;+,1539,10197,10180,10124,9537,9174,477,2921,477,9174
GENE.3998,chr12;chr12;chr12,1336272;1336605;1337124,1336425;1336834;1337213,+;+;+,474,38,39,41,38,53,11,56,11,53
GENE.3999,chr12,1337710,1338816,-,1107,1454,1452,1435,1374,1237,38,280,38,1237
GENE.4,chrM,126,165,+,40,0,0,0,0,0,0,0,0,0
GENE.40,chrX,1709,1779,-,71,0,0,0,0,1,0,0,0,1
GENE.400,chr2;chr2;chr2;chr2,568529;568699;569171;569376,568565;569048;569259;573315,-;-;-;-,4416,6762,6735,6688,6266,6015,460,1974,460,6012
GENE.4000,chr12;chr12,1339845;1343038,1342783;1343314,-;-,3216,5984,6066,5786,5290,4407,207,1218,201,4351
GENE.4001,chr12,1344263,1345351,+,1089,1170,1179,1169,1070,1046,69,322,69,1046
GENE.4002,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1346052;1346400;1346650;1346885;1347057;1347231;1347394;1347596;1347831;1347981;1348170;1348523;1348683;1348852;1349017;1349227;1349409,1346303;1346498;1346753;1346940;1347104;1347286;1347447;1347688;1347885;1348052;1348254;1348610;1348764;1348935;1349121;1349291;1350512,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2502,0,1,12,0,117,1,57,1,117
GENE.4003,chr12;chr12;chr12,1350645;1350797;1350987,1350683;1350889;1351283,-;-;-,429,343,344,345,359,375,53,121,53,375
GENE.4004,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1351482;1351824;1352010;1352349;1352532;1352700;1352847;1353048;1353569,1351528;1351893;1352198;1352424;1352580;1352746;1352936;1353365;1354104,-;-;-;-;-;-;-;-;-,1422,2557,2541,2520,2463,2219,222,824,222,2219
GENE.4005,chr12,1355317,1357728,-,2412,556,558,565,514,559,35,168,35,559
GENE.4006,chr12,1359169,1359576,+,408,0,1,5,0,17,0,19,0,17
GENE.4007,chr12;chr12,1360631;1363866,1363575;1370637,-;-,9717,43204,42796,42591,42068,37469,2539,11878,2539,37362
GENE.4008,chr12;chr12,1360631;1363887,1363575;1370637,-;-,9696,43204,42796,42590,42068,37468,2539,11878,2539,37361
GENE.4009,chr12,1375346,1379587,+,4242,0,5,19,0,197,0,135,0,197
GENE.401,chr2;chr2,575155;575966,575704;576054,-;-,639,0,3,1,0,20,1,0,1,20
GENE.4010,chr12;chr12;chr12;chr12,1380094;1380408;1380577;1381109,1380268;1380469;1380920;1382378,-;-;-;-,1851,0,5,16,0,88,0,70,0,88
GENE.4011,chr12;chr12;chr12,1385707;1401933;1402181,1401831;1402089;1402218,+;+;+,16320,50510,50721,49552,46714,42689,2281,12689,2281,42601
GENE.4012,chr12,1403139,1404884,+,1746,1728,1698,1650,1438,1297,35,491,35,1297
GENE.4013,chr12;chr12;chr12,1405182;1405768;1405893,1405673;1405820;1405968,-;-;-,621,232,220,219,165,201,9,56,9,201
GENE.4014,chr12;chr12;chr12,1407674;1410751;1410995,1410589;1410879;1411030,+;+;+,3081,0,10,27,0,122,4,170,4,122
GENE.4015,chr12;chr12,1411607;1411989,1411756;1413104,-;-,1266,2104,2096,2070,2030,1926,145,540,145,1926
GENE.4016,chr12,1414414,1426104,+,11691,0,41,110,0,451,0,1270,0,440
GENE.4017,chr12;chr12;chr12,1427398;1430376;1431472,1430374;1431470;1433600,+;+;+,6201,4032,4019,3977,3494,3385,204,1380,204,3379
GENE.4018,chr12;chr12,1433820;1435028,1434726;1435995,-;-,1875,0,7,4,0,125,0,229,0,125
GENE.4019,chr12;chr12;chr12;chr12;chr12;chr12,1436790;1437005;1437254;1437454;1437577;1437915,1436897;1437102;1437360;1437501;1437751;1439349,-;-;-;-;-;-,1971,5542,5461,5331,4798,3957,272,1458,272,3957
GENE.402,chr2,578662,586164,+,7503,53598,56773,54263,59204,53024,4070,13857,3831,52152
GENE.4020,chr12,1439896,1441050,-,1155,2558,2533,2496,2216,2016,112,538,112,2016
GENE.4021,chr12,1441736,1445128,-,3393,20160,20398,20143,19790,18670,1493,5746,1493,18648
GENE.4022,chr12;chr12,1446375;1450104,1449913;1450335,-;-,3771,0,16,10,0,167,0,23,0,166
GENE.4023,chr12;chr12;chr12;chr12;chr12,1452606;1456245;1456433;1456700;1457090,1456115;1456337;1456579;1456801;1457227,+;+;+;+;+,3990,0,1,16,0,167,0,17,0,167
GENE.4024,chr12;chr12;chr12,1458233;1458570;1459105,1458269;1458910;1459182,+;+;+,456,0,0,2,0,27,0,0,0,27
GENE.4025,chr12;chr12;chr12,1459834;1460419;1461240,1460299;1461061;1461486,+;+;+,1356,926,927,930,896,906,83,301,83,906
GENE.4026,chr12;chr12,1462209;1462491,1462312;1462602,-;-,216,0,0,0,0,6,0,0,0,6
GENE.4027,chr12;chr12,1464219;1464450,1464269;1467572,-;-,3174,0,10,12,0,110,0,289,0,110
GENE.4028,chr12,1470713,1475701,+,4989,11912,11858,11639,11162,10278,686,3674,686,10247
GENE.4029,chr12,1476529,1480014,-,3486,16554,17305,16484,18918,16368,764,3604,764,16343
GENE.403,chr2;chr2;chr2,586765;587119;587387,586839;587238;589051,-;-;-,1860,3718,3678,3586,3598,2882,81,731,81,2882
GENE.4030,chr12,1481002,1482942,+,1941,3754,3741,3745,3602,3485,204,1076,204,3484
GENE.4031,chr12;chr12;chr12,1484306;1484427;1484688,1484308;1484528;1485911,+;+;+,1329,0,1,2,0,64,0,0,0,64
GENE.4032,chr12,1487084,1488691,+,1608,4692,4676,4635,4352,4353,277,1339,277,4353
GENE.4033,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1489319;1489571;1489799;1490034;1490946;1493551;1493968;1494478;1494746;1494944;1495241;1495510;1495698;1496085,1489480;1489652;1489952;1490775;1493370;1493797;1494340;1494612;1494835;1495086;1495391;1495614;1495952;1497065,-;-;-;-;-;-;-;-;-;-;-;-;-;-,6045,0,17,64,0,314,0,287,0,313
GENE.4034,chr12;chr12;chr12;chr12;chr12,1497687;1498126;1498332;1498576;1498754,1497834;1498214;1498457;1498650;1501411,-;-;-;-;-,3096,0,17,47,0,124,1,109,1,122
GENE.4035,chr12,1502836,1504068,+,1233,788,788,778,782,699,49,229,49,697
GENE.4036,chr12,1506932,1508269,-,1338,0,11,70,0,49,0,68,0,44
GENE.4037,chr12,1512200,1516516,-,4317,0,5,30,0,206,2,32,2,206
GENE.4038,chr12,1520327,1521604,+,1278,0,3,13,0,42,0,32,0,42
GENE.4039,chr12;chr12;chr12,1522463;1522800;1524290,1522538;1524198;1524632,+;+;+,1818,6557,6501,6395,5418,4746,167,1289,167,4743
GENE.404,chr2,590501,591421,+,921,0,0,2,0,35,1,2,1,35
GENE.4040,chr12,1525407,1526216,-,810,1906,1903,1911,1888,1876,125,682,125,1876
GENE.4041,chr12;chr12,1527455;1527953,1527831;1528034,-;-,459,380,379,372,350,315,16,135,16,315
GENE.4042,chr12,1529821,1531347,-,1527,3046,3016,3003,2884,2578,275,1067,275,2573
GENE.4043,chr12;chr12;chr12,1532248;1533780;1534053,1533595;1533936;1534077,+;+;+,1530,10192,10112,10024,9151,8406,636,2519,636,8404
GENE.4044,chr12;chr12;chr12,1534519;1534864;1535048,1534725;1534943;1535879,-;-;-,1119,466,469,470,438,481,33,151,33,481
GENE.4045,chr12;chr12,1538138;1540252,1540041;1540408,+;+,2061,6354,6303,6329,6205,6015,418,2020,418,5977
GENE.4046,chr12,1540766,1549144,-,8379,141174,142012,139778,142636,124265,7794,38121,7794,123271
GENE.4047,chr12,1550324,1556071,+,5748,9050,9049,9113,9380,8607,500,3003,500,8584
GENE.4048,chr12;chr12;chr12,1556299;1556542;1557021,1556389;1556777;1557617,-;-;-,924,247,246,258,239,256,17,106,17,256
GENE.4049,chr12;chr12;chr12,1558909;1559161;1559724,1558939;1559546;1560623,+;+;+,1317,0,4,13,0,53,0,19,0,52
GENE.405,chr2,594196,599340,+,5145,53924,53194,52968,48922,44253,3163,13249,3160,44237
GENE.4050,chr12,1561534,1566579,-,5046,18570,18404,18171,16610,14559,1103,5231,1103,14502
GENE.4051,chr12;chr12;chr12,1568605;1569016;1570450,1568834;1570174;1570569,+;+;+,1509,153,154,160,131,174,5,71,5,174
GENE.4052,chr12;chr12,1572371;1572971,1572416;1573557,+;+,633,851,848,843,739,696,24,143,24,696
GENE.4053,chr12;chr12,1575197;1575403,1575302;1575518,+;+,222,0,0,2,0,7,0,0,0,7
GENE.4054,chr12,1577181,1580747,+,3567,9308,9422,9056,8648,8010,605,2754,603,7896
GENE.4055,chr12;chr12;chr12,1581984;1582346;1582981,1582044;1582724;1582987,+;+;+,447,520,519,512,482,484,18,199,18,484
GENE.4056,chr12,1583909,1584595,-,687,0,0,4,0,63,0,0,0,63
GENE.4057,chr12;chr12,1586261;1587367,1587210;1587466,-;-,1050,0,0,7,0,38,0,35,0,38
GENE.4058,chr12,1589169,1592072,+,2904,0,4,13,0,111,1,130,1,111
GENE.4059,chr12;chr12;chr12;chr12;chr12,1592402;1592568;1592806;1593175;1593419,1592452;1592686;1592976;1593318;1593632,-;-;-;-;-,699,770,764,764,740,763,34,149,34,763
GENE.406,chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2,599829;599997;600187;600357;600562;600804;600961;601134;601487,599882;600049;600253;600452;600675;600867;601046;601279;601712,-;-;-;-;-;-;-;-;-,906,680,668,667,576,529,45,142,45,529
GENE.4060,chr12;chr12;chr12,1594826;1600209;1600418,1600084;1600279;1600526,+;+;+,5439,6106,6156,6201,6468,6048,403,1757,403,6002
GENE.4061,chr12,1601515,1602696,-,1182,4282,4244,4219,3872,3604,365,1132,365,3604
GENE.4062,chr12;chr12;chr12;chr12;chr12,1605107;1605348;1605850;1606070;1607274,1605125;1605446;1605888;1607164;1607539,+;+;+;+;+,1518,3709,3697,3645,3408,3167,255,1256,255,3161
GENE.4063,chr12,1610363,1612741,+,2379,0,9,95,0,91,0,95,0,90
GENE.4064,chr12,1615323,1616852,-,1530,5870,5856,5788,4986,4606,329,1519,329,4604
GENE.4065,chr12,1621237,1623705,-,2469,13436,13355,13291,12330,11275,623,3955,623,11265
GENE.4066,chr12;chr12,1626773;1627758,1627411;1627928,+;+,810,0,0,2,0,27,0,0,0,27
GENE.4067,chr12,1634695,1642428,+,7734,1450,1475,1528,1380,1565,70,1758,70,1556
GENE.4068,chr12,1645219,1645836,+,618,1278,1266,1269,1176,1032,59,453,59,1032
GENE.4069,chr12,1646612,1647151,-,540,0,0,2,0,18,0,1,0,18
GENE.407,chr2;chr2,605045;605403,605237;609325,+;+,4116,40395,41680,40952,39033,35414,2170,9942,2169,35377
GENE.4070,chr12,1648667,1651687,+,3021,7092,7043,6979,6786,6079,559,2022,559,6078
GENE.4071,chr12,1652936,1653844,-,909,3352,3255,3264,2890,2756,266,821,266,2756
GENE.4072,chr12,1655487,1658129,+,2643,344,346,346,316,393,20,144,20,392
GENE.4073,chr12,1660451,1677754,+,17304,0,39,118,0,596,0,1443,0,592
GENE.4074,chr12,1678438,1681536,-,3099,11438,11407,11336,10750,9754,535,2657,535,9725
GENE.4075,chr12,1682835,1684460,+,1626,4434,4420,4378,4106,3975,325,1329,325,3971
GENE.4076,chr12,1685094,1685411,-,318,0,0,0,0,8,0,0,0,8
GENE.4077,chr12;chr12;chr12;chr12,1688606;1689178;1690040;1690347,1689175;1690038;1690345;1691162,-;-;-;-,2553,1272,1265,1252,1166,1245,73,390,73,1245
GENE.4078,chr12;chr12,1694150;1701705,1700707;1703087,+;+,7941,0,47,38,10,295,6,163,6,279
GENE.4079,chr12;chr12,1704512;1711060,1709944;1712490,+;+,6864,9555,9749,9284,8999,8932,748,2593,748,8813
GENE.408,chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2,610625;610872;612764;613019;613250;613453;613649;613831;613980;614114;614326;614534;614697;614868;615181,610685;612646;612889;613126;613319;613493;613688;613872;614032;614191;614388;614575;614755;614970;615372,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2853,0,11,27,0,130,3,61,3,124
GENE.4080,chr12,1715841,1715980,-,140,0,0,0,0,9,0,2,0,9
GENE.4081,chr12;chr12,1719574;1726116,1725312;1727456,+;+,7080,0,54,20,0,245,0,124,0,240
GENE.4082,chr12;chr12;chr12;chr12,1728774;1729015;1729573;1729957,1728821;1729570;1729955;1730007,+;+;+;+,1038,1137,1148,1120,1057,1077,38,335,38,1073
GENE.4083,chr12,1731821,1731955,-,135,0,0,0,0,6,0,0,0,6
GENE.4084,chr12;chr12,1735543;1742005,1741002;1743408,+;+,6864,1477,2026,1797,1929,2241,201,696,201,2130
GENE.4085,chr12,1745285,1745422,-,138,0,0,0,0,2,0,12,0,2
GENE.4086,chr12;chr12,1746444;1747909,1747765;1747993,-;-,1407,2136,2117,2107,1752,1739,87,510,87,1739
GENE.4087,chr12;chr12;chr12,1748873;1755866;1756183,1755644;1755968;1756237,-;-;-,6930,0,23,48,0,259,0,376,0,250
GENE.4088,chr12,1757517,1759199,-,1683,7664,7444,7444,6238,5905,515,2640,515,5900
GENE.4089,chr12,1760416,1766391,-,5976,49862,49422,48933,45800,41230,3080,13355,3080,41169
GENE.409,chr2,616772,619429,-,2658,7734,7712,7681,7136,6739,312,1826,312,6723
GENE.4090,chr12,1771996,1773258,-,1263,246,243,233,174,194,7,157,7,194
GENE.4091,chr12;chr12;chr12;chr12;chr12;chr12;chr12,1774901;1775055;1775474;1775749;1776058;1776220;1776442,1774913;1775267;1775552;1775948;1776120;1776281;1776582,+;+;+;+;+;+;+,771,3312,3282,3195,2654,2379,108,717,108,2379
GENE.4092,chr12;chr12,1778154;1778566,1778318;1779411,+;+,1011,220,220,224,219,252,17,126,17,252
GENE.4093,chr12,1780012,1782648,-,2637,9288,9237,8980,8170,7786,406,2370,406,7757
GENE.4094,chr12,1784380,1786410,+,2031,1524,1538,1538,1646,1635,88,475,88,1622
GENE.4095,chr12,1787236,1788831,-,1596,0,5,9,0,70,0,28,0,70
GENE.4096,chr12,1790557,1790763,+,207,0,1,1,0,7,0,5,0,7
GENE.4097,chr12,1791156,1793075,+,1920,5306,5297,5271,4980,4982,325,1598,325,4982
GENE.4098,chr12;chr12;chr12;chr12;chr12;chr12;chr12,1793532;1793750;1793907;1794129;1794295;1794516;1794681,1793650;1793798;1794000;1794190;1794320;1794571;1794835,-;-;-;-;-;-;-,561,155,154,152,157,175,7,47,7,175
GENE.4099,chr12;chr12;chr12;chr12,1795845;1796155;1796868;1797374,1796009;1796493;1797229;1797860,+;+;+;+,1353,0,0,4,0,54,0,26,0,54
GENE.41,chrX,1809,1880,+,72,0,0,0,0,2,0,0,0,2
GENE.410,chr2;chr2;chr2;chr2;chr2;chr2;chr2,622524;622789;622939;623143;623715;624073;624250,622582;622840;623014;623529;623944;624108;624306,-;-;-;-;-;-;-,897,404,403,390,373,343,22,115,22,343
GENE.4100,chr12,1798643,1799788,+,1146,0,0,1,0,42,1,16,1,42
GENE.4101,chr12;chr12,1800562;1802221,1802037;1802310,+;+,1566,406,406,405,380,423,29,178,29,423
GENE.4102,chr12;chr12,1803653;1804073,1803655;1804483,+;+,414,244,244,244,250,259,39,94,39,259
GENE.4103,chr12;chr12;chr12;chr12,1805380;1806734;1807013;1807339,1806587;1806826;1807073;1807356,-;-;-;-,1380,1937,1924,1896,1748,1702,67,461,67,1702
GENE.4104,chr12;chr12;chr12,1808878;1809283;1809566,1808935;1809455;1809622,-;-;-,288,11,11,10,7,26,1,7,1,26
GENE.4105,chr12,1811790,1812698,+,909,0,0,2,0,25,0,13,0,25
GENE.4106,chr12,1813507,1814235,-,729,3118,3115,3119,3248,3199,577,1433,577,3199
GENE.4107,chr12,1815311,1815562,+,252,0,0,1,0,10,0,0,0,10
GENE.4108,chr12;chr12,1816069;1816275,1816134;1816448,-;-,240,0,0,0,0,21,0,0,0,21
GENE.4109,chr12,1818738,1820069,+,1332,5192,5180,5141,5192,4904,298,1451,298,4904
GENE.411,chr2,626976,627710,+,735,530,527,524,488,426,15,91,15,426
GENE.4110,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1820881;1821034;1821187;1821308;1821511;1821864;1822314;1822530,1820925;1821086;1821222;1821365;1821619;1822090;1822400;1822595,-;-;-;-;-;-;-;-,681,0,1,2,0,28,0,1,0,28
GENE.4111,chr12;chr12;chr12,1825959;1826413;1826738,1826058;1826513;1826884,+;+;+,348,3,3,4,3,21,1,5,1,21
GENE.4112,chr12,1829660,1831057,+,1398,1820,1807,1777,1822,1570,110,537,110,1562
GENE.4113,chr12;chr12;chr12;chr12,1831484;1831640;1831824;1831998,1831521;1831690;1831895;1832949,-;-;-;-,1113,0,0,5,0,50,0,7,0,50
GENE.4114,chr12;chr12;chr12;chr12;chr12;chr12,1834064;1834593;1834887;1837000;1839282;1840353,1834335;1834661;1836648;1839159;1840175;1840736,-;-;-;-;-;-,5541,0,7,11,0,227,0,36,0,222
GENE.4115,chr12;chr12;chr12,1842399;1842697;1845461,1842561;1845261;1845651,-;-;-,2919,0,8,10,0,110,0,128,0,110
GENE.4116,chr12;chr12;chr12;chr12;chr12,1847677;1851162;1851453;1851793;1852112,1851055;1851272;1851638;1851962;1852156,+;+;+;+;+,3891,14031,13885,13653,12457,11137,434,2681,434,11131
GENE.4117,chr12,1852844,1855681,-,2838,5898,5862,5840,5680,5523,365,1590,365,5464
GENE.4118,chr12,1857849,1858090,+,242,0,0,1,0,8,0,0,0,8
GENE.4119,chr12;chr12,1859656;1863799,1863615;1863846,+;+,4008,4876,4837,4814,4662,4459,187,1457,187,4446
GENE.412,chr2,628642,631308,-,2667,1464,1461,1461,1418,1481,113,480,113,1473
GENE.4120,chr12,1864229,1866661,-,2433,0,1,24,0,93,0,70,0,89
GENE.4121,chr12,1868533,1869531,-,999,0,3,1,0,39,0,55,0,37
GENE.4122,chr12;chr12;chr12,1871919;1872184;1872864,1871986;1872736;1872911,+;+;+,669,0,1,1,0,16,1,13,1,16
GENE.4123,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1873194;1873366;1873532;1873801;1874088;1874290;1874505;1874933;1875178,1873217;1873418;1873665;1873973;1874164;1874359;1874746;1875057;1875287,-;-;-;-;-;-;-;-;-,1008,1166,1164,1164,1179,1096,213,606,213,1096
GENE.4124,chr12;chr12;chr12;chr12;chr12;chr12,1877039;1879202;1879379;1879634;1879784;1879975,1879038;1879260;1879452;1879667;1879841;1880041,+;+;+;+;+;+,2292,1,4,30,2,78,0,68,0,76
GENE.4125,chr12,1880036,1881406,-,1371,1236,1233,1227,1214,1098,84,414,84,1098
GENE.4126,chr12;chr12,1883469;1883752,1883519;1887681,+;+,3981,13545,13434,13426,12419,11631,920,3967,920,11575
GENE.4127,chr12,1888250,1892698,-,4449,0,11,5,0,129,2,91,2,129
GENE.4128,chr12;chr12;chr12;chr12,1893069;1893224;1893523;1893784,1893120;1893408;1893639;1893903,+;+;+;+,474,0,0,1,0,15,0,1,0,15
GENE.4129,chr12,1894942,1895967,+,1026,0,2,5,0,36,1,0,1,36
GENE.413,chr2,634589,637507,-,2919,5250,5268,5169,5714,4661,287,1381,281,4561
GENE.4130,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1896891;1897220;1897521;1897695;1897890;1898076;1898226;1898427;1898632;1898805;1899070,1896939;1897263;1897595;1897793;1897938;1898134;1898265;1898503;1898685;1898873;1899837,+;+;+;+;+;+;+;+;+;+;+,1383,3179,3151,3085,2898,2355,112,842,112,2355
GENE.4131,chr12,1900249,1905066,-,4818,1008,1049,1015,974,1135,81,656,81,1124
GENE.4132,chr12,1907045,1907960,+,916,0,11,2,0,28,0,81,0,28
GENE.4133,chr12;chr12;chr12,1908149;1908405;1908718,1908207;1908594;1909764,+;+;+,1296,0,1,3,0,41,0,16,0,41
GENE.4134,chr12,1910963,1911898,+,936,888,882,870,798,760,63,245,63,760
GENE.4135,chr12;chr12;chr12;chr12,1912457;1913522;1914295;1914538,1913393;1913891;1914381;1914595,+;+;+;+,1452,52,51,52,36,82,4,20,4,82
GENE.4136,chr12;chr12,1915749;1917651,1917493;1917798,+;+,1893,3430,3379,3360,3304,3358,336,1167,336,3355
GENE.4137,chr12,1920784,1921914,+,1131,964,960,950,856,854,98,326,98,854
GENE.4138,chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12,1925642;1926038;1926505;1926707;1926915;1927638;1928440;1928771;1928928;1929226,1925863;1926368;1926598;1926785;1927497;1928341;1928619;1928832;1929126;1929438,+;+;+;+;+;+;+;+;+;+,2667,0,3,8,0,108,1,65,1,108
GENE.4139,chr12,1931970,1932584,+,615,1332,1322,1309,1088,1028,103,439,103,1028
GENE.414,chr2,640400,642694,+,2295,15478,19301,16041,13610,10737,1191,3689,1191,10723
GENE.4140,chr12,1933761,1935467,-,1707,0,1,6,0,81,0,15,0,77
GENE.4141,chr12,1936522,1937694,+,1173,742,735,737,726,643,36,203,36,643
GENE.4142,chr12,1938643,1939965,+,1323,100,102,114,88,96,6,144,6,96
GENE.4143,chr12;chr12;chr12;chr12,1941365;1941930;1942205;1942420,1941828;1942061;1942322;1942491,+;+;+;+,786,3273,3269,3256,3327,3278,459,1281,459,3278
GENE.4144,chr12;chr12,1943358;1944848,1944609;1945803,-;-,2208,974,970,952,902,856,49,290,49,856
GENE.4145,chr12;chr12;chr12;chr12;chr12;chr12,1946914;1947222;1947447;1947685;1947983;1948667,1947116;1947344;1947584;1947752;1948487;1948733,+;+;+;+;+;+,1104,2104,2100,2095,2042,2016,137,695,137,2016
GENE.4146,chr12;chr12;chr12;chr12;chr12;chr12,1946914;1947222;1947447;1947685;1947983;1948667,1947116;1947344;1947572;1947752;1948487;1948733,+;+;+;+;+;+,1092,2104,2100,2095,2042,2016,137,695,137,2016
GENE.4147,chr12;chr12,1949594;1950185,1950028;1950493,+;+,744,723,721,700,713,593,28,254,28,593
GENE.4148,chr12,1950989,1951513,-,525,0,1,3,0,18,0,9,0,18
