Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.3391,chr11;chr11;chr11,878969;882082;895204,881786;894949;895273,+;+;+,15756,0,0,12,0,67,3,212,3,67
GENE.3392,chr11,895967,903370,-,7404,8194,8195,8201,8274,8367,7280,7574,7278,8366
GENE.3393,chr11;chr11,909366;909632,909470;916324,+;+,6798,20342,20357,20684,21972,21864,19075,19292,17930,21864
GENE.3394,chr11;chr11;chr11,918228;920693;921010,920502;920802;921069,+;+;+,2445,3131,3131,3134,3151,3221,2761,3090,2759,3221
GENE.3395,chr11,921823,923892,+,2070,6908,6912,6958,7852,7175,5897,6504,5360,6519
GENE.3396,chr11;chr11,925728;926623,926493;927524,+;+,1668,5154,5154,5154,5216,5193,4633,4932,4633,5193
GENE.3397,chr11,929354,933364,-,4011,18348,18348,18355,18600,18643,15666,16192,15548,18637
GENE.3398,chr11,936084,938222,+,2139,0,0,0,0,18,2,11,2,18
GENE.3399,chr11;chr11,938950;939478,939267;939612,+;+,453,25,25,25,25,25,22,23,22,25
GENE.34,chrM,5547,5576,-,30,0,0,0,0,0,0,0,0,0
GENE.340,chr2,337558,342966,+,5409,0,0,1,0,25,0,120,0,25
GENE.3400,chr11,940527,944333,+,3807,110,110,120,110,126,97,118,97,126
GENE.3401,chr11;chr11;chr11,945470;945813;945990,945644;945916;946148,+;+;+,438,1228,1228,1228,1258,1230,1127,1151,1127,1230
GENE.3402,chr11;chr11;chr11;chr11;chr11,948591;949413;949921;950359;950566,949171;949756;950147;950462;950707,+;+;+;+;+,1398,0,0,0,0,6,0,0,0,6
GENE.3403,chr11,951382,956343,-,4962,0,1,0,0,17,0,0,0,17
GENE.3404,chr11;chr11;chr11;chr11,957514;958270;959001;959157,958119;958842;959038;959199,-;-;-;-,1260,5172,5172,5172,5284,5308,4609,4930,4609,5308
GENE.3405,chr11;chr11;chr11,962156;963649;963862,963541;963743;963958,+;+;+,1578,44,44,46,44,65,43,111,43,65
GENE.3406,chr11;chr11;chr11,964675;965043;965264,964919;965144;965360,-;-;-,444,506,506,506,516,520,479,500,479,520
GENE.3407,chr11,966980,968806,+,1827,3076,3076,3076,3084,3167,2843,2944,2843,3167
GENE.3408,chr11,970105,971376,-,1272,0,0,0,0,5,0,0,0,5
GENE.3409,chr11;chr11,974493;974664,974523;975538,-;-,906,162,162,162,164,176,118,159,118,176
GENE.341,chr2,343308,349340,-,6033,0,0,4,0,31,0,11,0,31
GENE.3410,chr11;chr11;chr11,976880;977275;977869,977051;977775;977936,-;-;-,741,0,0,0,0,5,0,0,0,5
GENE.3411,chr11;chr11;chr11;chr11,981945;982184;982603;983026,981947;982334;982762;983086,+;+;+;+,375,17,17,17,19,24,16,17,16,24
GENE.3412,chr11;chr11;chr11;chr11;chr11;chr11;chr11,983951;984202;984360;984582;984788;985043;985264,984076;984273;984411;984682;984884;985111;985619,-;-;-;-;-;-;-,873,1126,1126,1126,1148,1136,1014,1035,1014,1136
GENE.3413,chr11,986630,988120,+,1491,2626,2626,2626,2714,2685,2373,2473,2373,2685
GENE.3414,chr11;chr11;chr11;chr11,989159;989645;990037;990241,989484;989902;990108;990301,-;-;-;-,717,0,0,0,0,3,0,0,0,3
GENE.3415,chr11,991863,996458,+,4596,11398,11398,11398,11438,11774,9634,10858,9634,11774
GENE.3416,chr11;chr11,997923;999329,999116;999547,-;-,1413,590,590,590,654,612,474,534,474,612
GENE.3417,chr11,1001182,1001562,-,381,0,0,0,0,3,0,0,0,3
GENE.3418,chr11;chr11,1003226;1003612,1003394;1003694,-;-,252,0,0,0,0,3,0,0,0,3
GENE.3419,chr11;chr11;chr11;chr11;chr11;chr11,1004780;1005685;1006037;1006233;1006673;1007009,1005584;1005886;1006122;1006539;1006936;1007354,-;-;-;-;-;-,2010,706,706,709,738,729,616,679,616,729
GENE.342,chr2;chr2;chr2,352836;353086;353482,352881;353306;353628,+;+;+,414,304,304,304,310,312,281,303,281,312
GENE.3420,chr11;chr11;chr11;chr11,1008409;1008815;1009349;1009670,1008542;1009189;1009434;1010853,-;-;-;-,1779,5999,5999,5999,6169,6041,5401,5751,5401,6041
GENE.3421,chr11,1013466,1013747,+,282,0,0,0,0,0,0,0,0,0
GENE.3422,chr11,1014334,1017375,-,3042,4666,4667,4670,4714,4830,4169,4387,4108,4830
GENE.3423,chr11;chr11,1018366;1018632,1018452;1022495,-;-,3951,2991,2991,2992,3029,3020,2705,2879,2705,3020
GENE.3424,chr11;chr11,1023790;1024293,1024056;1024496,-;-,471,86,86,86,87,90,82,81,82,90
GENE.3425,chr11;chr11;chr11;chr11;chr11,1026976;1028770;1028979;1029166;1029488,1028560;1028817;1029025;1029282;1029544,+;+;+;+;+,1854,0,0,1,0,8,0,0,0,8
GENE.3426,chr11;chr11;chr11,1030679;1030907;1031338,1030762;1031224;1031481,+;+;+,546,274,274,274,278,277,241,261,241,277
GENE.3427,chr11,1033062,1037168,+,4107,0,0,2,0,26,1,38,1,26
GENE.3428,chr11,1037643,1039691,-,2049,0,0,0,0,11,0,0,0,11
GENE.3429,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1040790;1042181;1042371;1042632;1042833;1043029;1043179;1043329;1043456;1043631;1043902;1044416;1044566;1044724;1044935;1045263;1045518;1045749;1046031,1042020;1042215;1042481;1042721;1042931;1043079;1043232;1043370;1043497;1043702;1044312;1044466;1044619;1044786;1045051;1045334;1045562;1045832;1046087,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2781,0,1,0,0,13,1,6,1,13
GENE.343,chr2,354621,356117,+,1497,404,404,404,412,415,336,397,336,415
GENE.3430,chr11,1049921,1052665,+,2745,11432,11431,11433,11592,11803,9946,11097,9946,11803
GENE.3431,chr11;chr11;chr11;chr11,1053642;1053818;1054063;1054325,1053699;1053920;1054153;1054333,-;-;-;-,261,0,0,0,0,1,0,0,0,1
GENE.3432,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1056198;1056689;1056930;1057205;1057419;1057622;1058003,1056515;1056793;1057048;1057282;1057490;1057741;1058054,-;-;-;-;-;-;-,864,1016,1016,1016,1044,1026,961,969,961,1026
GENE.3433,chr11,1060262,1060783,-,522,456,456,469,504,476,301,414,301,476
GENE.3434,chr11;chr11,1062718;1062942,1062793;1063072,+;+,207,0,0,0,0,2,0,0,0,2
GENE.3435,chr11,1063670,1064551,-,882,1348,1348,1348,1348,1358,1253,1314,1253,1358
GENE.3436,chr11;chr11;chr11,1065785;1066109;1066441,1065949;1066294;1066569,+;+;+,480,0,0,0,0,1,0,0,0,1
GENE.3437,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1067197;1067518;1067740;1067918;1068193;1068416;1068590;1068784;1068961;1069168;1069342;1069555;1069704;1069899;1070121,1067351;1067620;1067813;1068004;1068283;1068481;1068676;1068877;1069042;1069225;1069410;1069606;1069761;1069998;1070219,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1275,0,0,0,0,9,0,0,0,9
GENE.3438,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1071752;1072034;1072376;1072594;1072794;1072977;1073199;1073390;1073582;1073755,1071829;1072257;1072478;1072683;1072827;1073104;1073291;1073434;1073621;1073813,+;+;+;+;+;+;+;+;+;+,894,0,0,0,0,6,0,0,0,6
GENE.3439,chr11;chr11;chr11,1074626;1075188;1075355,1074864;1075241;1076405,-;-;-,1344,2253,2253,2253,2297,2308,1960,2183,1960,2308
GENE.344,chr2;chr2;chr2;chr2;chr2;chr2,356645;356888;357126;357357;357621;357930,356713;357000;357280;357437;357738;358014,-;-;-;-;-;-,621,1358,1362,1358,1394,1359,1305,1306,1305,1359
GENE.3440,chr11,1077288,1081550,-,4263,20310,19996,20314,20800,20854,18348,19074,18322,20852
GENE.3441,chr11;chr11;chr11,1083321;1084683;1085030,1084472;1084727;1085062,-;-;-,1230,19,19,19,19,21,18,19,18,21
GENE.3442,chr11;chr11;chr11;chr11,1087314;1091933;1092249;1092668,1091829;1092090;1092506;1093105,+;+;+;+,5370,5077,5077,5077,5140,5144,4566,4964,4496,5106
GENE.3443,chr11;chr11;chr11;chr11,1087314;1091933;1092249;1092668,1091829;1092051;1092506;1093105,+;+;+;+,5331,5077,5077,5077,5140,5144,4566,4964,4496,5106
GENE.3444,chr11;chr11;chr11,1094909;1095313;1095815,1095159;1095691;1095931,-;-;-,747,560,560,560,570,568,524,536,524,568
GENE.3445,chr11,1097117,1097527,+,411,316,316,316,316,317,296,300,296,317
GENE.3446,chr11;chr11;chr11;chr11;chr11,1098167;1098387;1098593;1099325;1101675,1098256;1098461;1099112;1101471;1103555,-;-;-;-;-,4713,703,703,703,719,741,612,669,612,741
GENE.3447,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1104216;1104393;1104532;1104805;1105020;1105210;1105625;1105769;1106006;1106223;1106449,1104268;1104418;1104692;1104903;1105105;1105481;1105696;1105856;1106104;1106340;1106505,-;-;-;-;-;-;-;-;-;-;-,1131,0,0,0,0,5,0,0,0,5
GENE.3448,chr11,1107786,1109942,+,2157,0,0,0,0,1,0,7,0,1
GENE.3449,chr11,1110436,1112115,-,1680,4284,4284,4284,4358,4343,3790,4085,3790,4343
GENE.345,chr2;chr2;chr2;chr2;chr2;chr2;chr2,356501;356649;356888;357126;357357;357621;357930,356552;356713;357000;357280;357437;357738;358014,-;-;-;-;-;-;-,669,1358,1362,1358,1394,1359,1305,1306,1305,1359
GENE.3450,chr11,1113996,1115477,+,1482,0,0,0,0,2,0,0,0,2
GENE.3451,chr11;chr11;chr11;chr11,1118249;1119316;1120225;1120603,1119094;1119973;1120506;1120685,+;+;+;+,1869,0,0,0,0,13,0,0,0,13
GENE.3452,chr11;chr11;chr11;chr11,1121930;1122325;1122925;1123220,1122145;1122795;1123045;1123377,+;+;+;+,966,2336,2336,2336,2374,2358,2173,2182,2173,2358
GENE.3453,chr11,1125952,1127310,+,1359,638,638,638,638,678,565,611,565,678
GENE.3454,chr11;chr11;chr11;chr11,1128774;1129508;1130114;1130760,1129136;1129840;1130545;1130813,+;+;+;+,1182,0,0,1,0,2,1,0,1,2
GENE.3455,chr11,1131294,1136834,-,5541,3488,3488,3490,3532,3570,3033,3329,3033,3570
GENE.3456,chr11,1138075,1139979,-,1905,4346,4346,4346,4440,4400,3955,4214,3955,4400
GENE.3457,chr11;chr11;chr11;chr11;chr11,1141486;1143215;1143446;1143608;1143815,1143030;1143277;1143520;1143664;1143910,+;+;+;+;+,1836,0,0,0,0,7,0,6,0,7
GENE.3458,chr11,1144754,1148770,+,4017,18510,18511,18512,19044,18825,16630,17515,16613,18825
GENE.3459,chr11,1149976,1150518,-,543,0,0,0,0,3,0,42,0,3
GENE.346,chr2,359142,359849,+,708,1726,1726,1726,1730,1794,1617,1673,1617,1794
GENE.3460,chr11,1152379,1153227,+,849,56,56,56,56,57,53,54,53,57
GENE.3461,chr11,1156437,1158266,+,1830,614,614,614,624,628,549,572,549,628
GENE.3462,chr11,1159366,1162188,-,2823,38914,38915,38920,39114,39179,37094,37249,37069,39179
GENE.3463,chr11,1163094,1163357,-,264,0,0,0,0,4,0,0,0,4
GENE.3464,chr11,1165221,1166171,+,951,184,184,184,190,193,161,180,161,193
GENE.3465,chr11,1166588,1166687,+,100,0,0,0,0,0,0,0,0,0
GENE.3466,chr11,1166812,1166914,+,103,0,0,0,0,0,0,0,0,0
GENE.3467,chr11,1168879,1170198,+,1320,3854,3854,3855,3858,4038,3186,3751,3186,4038
GENE.3468,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1171680;1173028;1174737;1174907;1175101;1175403;1175605,1172708;1174557;1174823;1174969;1175181;1175450;1175724,+;+;+;+;+;+;+,2958,7639,7637,7640,7741,7769,6714,7365,6714,7769
GENE.3469,chr11;chr11;chr11;chr11;chr11;chr11,1176441;1178795;1179007;1179217;1179402;1179567,1178629;1178896;1179078;1179309;1179473;1179705,+;+;+;+;+;+,2667,2022,2022,2026,2176,2079,1884,1959,1884,2079
GENE.347,chr2,360828,368354,+,7527,19442,19443,19444,19562,19973,15271,18336,15271,19973
GENE.3470,chr11,1180160,1185616,-,5457,0,0,8,0,19,2,76,2,19
GENE.3471,chr11;chr11,1187604;1189416,1188980;1189562,+;+,1524,0,0,0,0,3,0,0,0,3
GENE.3472,chr11;chr11,1190123;1194228,1194073;1194335,+;+,4059,0,0,2,0,10,0,9,0,10
GENE.3473,chr11,1194524,1195036,-,513,756,756,756,776,761,717,617,717,761
GENE.3474,chr11,1195988,1198309,-,2322,4226,4227,4227,4276,4262,3818,4055,3818,4262
GENE.3475,chr11;chr11;chr11;chr11;chr11;chr11,1199253;1199673;1200148;1200554;1201215;1201611,1199458;1199820;1200279;1200886;1201346;1201805,+;+;+;+;+;+,1146,0,0,11,0,10,0,8,0,10
GENE.3476,chr11,1201922,1203619,-,1698,0,0,3,0,2,0,13,0,2
GENE.3477,chr11;chr11,1204297;1206758,1206572;1209587,-;-,5106,40272,40272,40280,41096,40678,35820,38103,35820,40678
GENE.3478,chr11,1210686,1211456,-,771,0,0,0,0,3,0,0,0,3
GENE.3479,chr11,1216521,1224812,+,8292,2488,2489,2515,2498,2556,2226,2612,2226,2556
GENE.348,chr2,370438,379845,+,9408,638,638,640,638,760,546,609,546,760
GENE.3480,chr11;chr11;chr11;chr11;chr11,1225688;1225881;1226040;1226164;1226425,1225786;1225949;1226078;1226317;1226474,-;-;-;-;-,411,4,4,4,4,4,3,4,3,4
GENE.3481,chr11,1227220,1231950,-,4731,12630,12630,12657,12660,12916,10736,11778,10696,12916
GENE.3482,chr11,1234061,1236391,-,2331,14768,14764,14768,14952,15146,13120,14143,13120,15146
GENE.3483,chr11,1239900,1242548,+,2649,3308,3307,3326,3326,3415,2846,3171,2846,3413
GENE.3484,chr11,1243226,1246618,-,3393,0,0,12,0,14,1,3,1,14
GENE.3485,chr11;chr11,1248310;1250175,1249886;1250232,-;-,1635,112,112,112,112,121,91,103,91,121
GENE.3486,chr11,1253073,1253894,+,822,0,0,0,0,4,0,0,0,4
GENE.3487,chr11,1255286,1259671,-,4386,3922,3922,4047,5050,4587,4225,3732,4225,4587
GENE.3488,chr11,1261759,1266078,+,4320,10984,10984,10985,11038,11104,10091,10474,10091,11104
GENE.3489,chr11;chr11,1266250;1267455,1267280;1267584,-;-,1161,1249,1249,1249,1273,1277,1172,1189,1172,1277
GENE.349,chr2;chr2;chr2,381130;382252;383071,382168;382877;383445,-;-;-,2040,250,250,250,258,270,208,236,208,270
GENE.3490,chr11,1268455,1269456,+,1002,130,130,130,130,131,127,128,127,131
GENE.3491,chr11,1271204,1271980,+,777,1990,1990,1990,2004,1999,1821,1876,1821,1999
GENE.3492,chr11,1273407,1274009,+,603,478,478,478,478,481,432,442,432,481
GENE.3493,chr11,1275574,1275663,+,90,0,0,0,0,0,0,0,0,0
GENE.3494,chr11;chr11,1277346;1280488,1280369;1280637,+;+,3174,6766,6766,6783,6822,6902,6012,6416,6010,6902
GENE.3495,chr11;chr11,1281284;1281732,1281600;1287633,-;-,6219,19128,19512,19312,19662,19808,17268,18107,16368,19748
GENE.3496,chr11,1290501,1291601,+,1101,926,926,927,926,938,786,846,786,938
GENE.3497,chr11,1293856,1295724,+,1869,4158,4158,4159,4160,4167,3924,3974,3924,4167
GENE.3498,chr11;chr11,1296801;1297786,1297565;1298199,+;+,1179,0,0,0,0,13,1,2,1,12
GENE.3499,chr11,1298474,1300600,-,2127,7168,7168,7171,7310,7325,5755,6447,5755,7325
GENE.35,chrM,5577,5771,-,195,0,0,0,0,0,0,0,0,0
GENE.350,chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2,384865;385079;385368;385556;385752;386031;386224;386448,384984;385204;385427;385644;385869;386133;386302;386580,-;-;-;-;-;-;-;-,828,0,0,0,0,2,0,0,0,2
GENE.3500,chr11;chr11,1302173;1303426,1302604;1305987,+;+,2994,21987,21987,21988,22084,22213,18739,20421,18732,22207
GENE.3501,chr11;chr11,1309024;1310937,1310740;1311793,+;+,2574,10591,10591,10591,10653,10749,9493,10191,9493,10749
GENE.3502,chr11;chr11,1313257;1313767,1313545;1317173,+;+,3696,0,0,2,0,19,0,0,0,19
GENE.3503,chr11,1320114,1322105,+,1992,0,0,1,0,14,0,19,0,14
GENE.3504,chr11,1323043,1324314,-,1272,3330,3330,3330,3332,3347,3141,3222,3141,3347
GENE.3505,chr11,1326747,1332164,+,5418,14638,14638,14641,14758,14934,12615,14083,12615,14934
GENE.3506,chr11,1333536,1340219,+,6684,23898,23898,23918,24010,24127,21408,22619,21179,24127
GENE.3507,chr11;chr11;chr11;chr11;chr11;chr11,1340486;1340752;1340937;1341149;1341390;1341617,1340623;1340811;1341041;1341241;1341454;1341680,-;-;-;-;-;-,525,0,0,1,0,0,0,0,0,0
GENE.3508,chr11;chr11,1344303;1349594,1349367;1349763,+;+,5235,0,0,6,0,32,0,312,0,32
GENE.3509,chr11,1350621,1355789,-,5169,0,0,2,0,13,0,0,0,13
GENE.351,chr2;chr2,387273;388063,387906;388151,+;+,723,273,273,273,277,278,251,257,251,278
GENE.3510,chr11;chr11,1359364;1362625,1362428;1364113,-;-,4554,13747,13747,13749,13759,13993,12140,13027,12140,13993
GENE.3511,chr11;chr11,1367186;1368720,1368559;1368809,+;+,1464,419,419,420,421,439,395,403,395,439
GENE.3512,chr11,1369619,1371667,+,2049,2872,2872,2873,2888,2905,2593,3103,2593,2905
GENE.3513,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1372311;1372572;1372828;1373023;1373319;1373656;1373794,1372373;1372697;1372909;1373190;1373467;1373703;1373859,+;+;+;+;+;+;+,702,1054,1054,1055,1082,1182,912,959,912,1182
GENE.3514,chr11;chr11;chr11;chr11,1373052;1373319;1373656;1373794,1373190;1373467;1373703;1373859,+;+;+;+,402,741,741,741,767,862,607,653,607,862
GENE.3515,chr11;chr11;chr11,1373052;1373319;1373656,1373190;1373467;1373712,+;+;+,345,741,741,741,767,862,607,653,607,862
GENE.3516,chr11,1374592,1376661,-,2070,0,0,0,0,11,0,5,0,11
GENE.3517,chr11,1378290,1379852,-,1563,0,0,0,0,3,0,0,0,3
GENE.3518,chr11,1381015,1382244,-,1230,0,1,0,0,4,0,0,0,4
GENE.3519,chr11,1384378,1385115,-,738,120,120,120,120,121,113,113,113,121
GENE.352,chr2;chr2;chr2;chr2;chr2;chr2;chr2,388424;388716;388945;389268;389427;389742;390504,388457;388784;389162;389336;389618;390404;390611,-;-;-;-;-;-;-,1353,0,0,0,0,16,0,0,0,16
GENE.3520,chr11;chr11;chr11;chr11;chr11,1387091;1387422;1387578;1387782;1388743,1387163;1387484;1387664;1388471;1388909,-;-;-;-;-,1080,0,0,0,0,17,0,0,0,17
GENE.3521,chr11;chr11;chr11;chr11;chr11,1390064;1390676;1390986;1391272;1392029,1390489;1390855;1391130;1391832;1396173,+;+;+;+;+,5457,0,0,9,0,70,0,48,0,70
GENE.3522,chr11;chr11,1396433;1396651,1396543;1396764,-;-,225,0,0,0,0,1,0,0,0,1
GENE.3523,chr11,1397506,1397985,+,480,64,64,65,66,72,61,61,61,72
GENE.3524,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1398486;1398636;1398849;1399086;1399297;1399572;1399788;1400023;1400293;1400499,1398519;1398729;1398965;1399143;1399405;1399694;1399917;1400103;1400334;1400601,-;-;-;-;-;-;-;-;-;-,891,2839,2839,2839,3037,2872,2397,2634,2397,2872
GENE.3525,chr11;chr11,1403906;1404248,1404047;1414512,+;+,10407,120242,120266,122083,133434,130289,113470,115449,112940,130285
GENE.3526,chr11,1415406,1417214,+,1809,0,0,3,0,26,0,56,0,26
GENE.3527,chr11;chr11;chr11;chr11;chr11,1417466;1418076;1418471;1418694;1418943,1417877;1418322;1418594;1418821;1420071,-;-;-;-;-,2040,11169,11169,11171,11267,11310,9883,10315,9883,11310
GENE.3528,chr11;chr11,1422744;1422978,1422816;1426201,+;+,3297,4174,4174,4177,4190,4331,3845,4207,3845,4331
GENE.3529,chr11,1427011,1429671,-,2661,2016,2016,2022,2052,2064,1868,1822,1868,2064
GENE.353,chr2,391275,392789,-,1515,1520,1520,1521,1538,1527,1325,1410,1325,1527
GENE.3530,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1433141;1433481;1433737;1434199;1434388;1434684;1434913;1435095,1433276;1433580;1434063;1434271;1434536;1434753;1434953;1435170,-;-;-;-;-;-;-;-,972,24,24,24,24,32,21,22,21,32
GENE.3531,chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11,1431881;1433156;1433481;1433737;1434199;1434388;1434684;1434913;1435095,1431898;1433276;1433580;1434063;1434271;1434536;1434753;1434953;1435170,-;-;-;-;-;-;-;-;-,975,24,24,24,24,32,21,22,21,32
GENE.3532,chr11,1441503,1445471,+,3969,11218,11219,11239,11270,11535,9329,10638,9329,11535
GENE.3533,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1446489;1446683;1447092;1447234;1447458;1447672;1447869,1446546;1446926;1447151;1447334;1447544;1447750;1448505,+;+;+;+;+;+;+,1266,1675,1674,1675,1723,1684,1606,1622,1606,1684
GENE.3534,chr11;chr11;chr11;chr11;chr11;chr11,1446489;1446683;1447234;1447458;1447672;1447869,1446546;1446926;1447334;1447544;1447750;1448505,+;+;+;+;+;+,1206,1674,1674,1674,1720,1683,1605,1621,1605,1683
GENE.3535,chr11;chr11;chr11;chr11;chr11,1449690;1449870;1450051;1450237;1450668,1449731;1449928;1450147;1450365;1451450,-;-;-;-;-,1110,1935,1935,1935,1945,1970,1609,1847,1609,1970
GENE.3536,chr11;chr11,1456151;1459035,1458891;1460319,+;+,4026,27971,27971,27973,28071,28234,25332,26704,25332,28234
GENE.3537,chr11,1461301,1461498,-,198,0,0,0,0,0,0,0,0,0
GENE.3538,chr11,1462168,1463070,+,903,0,0,0,0,6,2,0,2,6
GENE.3539,chr11,1463811,1465058,-,1248,1440,1440,1439,1464,1528,1325,1405,1325,1528
GENE.354,chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2,394237;394560;394996;395450;395969;396202;396412;396669,394404;394853;395204;395771;396093;396284;396532;398745,-;-;-;-;-;-;-;-,3399,7434,7433,7435,7512,7495,6415,6991,6415,7495
GENE.3540,chr11,1466197,1468266,-,2070,0,0,0,0,11,0,0,0,11
GENE.3541,chr11,1470600,1471877,-,1278,2074,2074,2074,2076,2111,1748,1982,1748,2111
GENE.3542,chr11;chr11,1473505;1473702,1473608;1474116,-;-,519,0,0,0,0,1,0,0,0,1
GENE.3543,chr11;chr11,1474667;1476524,1476322;1476838,-;-,1971,4683,4683,4686,4773,4697,4373,4548,4365,4697
GENE.3544,chr11,1477643,1479850,+,2208,628,628,628,630,649,555,627,555,649
GENE.3545,chr11;chr11,1480900;1481466,1481294;1481526,-;-,456,590,590,590,594,617,519,593,519,617
GENE.3546,chr11;chr11,1483375;1485552,1485356;1485858,+;+,2289,0,0,0,0,11,1,0,1,11
GENE.3547,chr11,1487594,1496143,+,8550,9736,9740,9747,9836,9870,8847,10037,8847,9870
GENE.3548,chr11,1497134,1497514,+,381,0,0,0,0,4,0,0,0,4
GENE.3549,chr11;chr11,1498208;1498623,1498421;1498969,+;+,561,221,221,221,225,239,183,219,183,239
GENE.355,chr2,400153,401859,-,1707,1052,1054,1052,1052,1086,966,985,844,1076
GENE.3550,chr11,1499137,1499571,-,435,232,232,232,232,246,198,218,198,246
GENE.3551,chr11,1501011,1513691,-,12681,1290,1292,1298,1302,1389,1125,1388,1125,1389
GENE.3552,chr11,1518464,1521238,+,2775,15396,15395,15398,15660,15505,13419,14822,13419,15505
GENE.3553,chr11;chr11;chr11,1522359;1522619;1524278,1522459;1524032;1524346,-;-;-,1584,0,1,0,0,3,0,0,0,3
GENE.3554,chr11;chr11;chr11;chr11,1525654;1531248;1531477;1531663,1531065;1531326;1531516;1531744,-;-;-;-,5613,0,1,5,0,16,0,55,0,16
GENE.3555,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1533252;1533416;1533651;1534085;1534378;1535306;1535688,1533271;1533574;1533968;1534213;1535119;1535531;1539856,-;-;-;-;-;-;-,5763,12104,12104,12113,12176,12397,10559,11607,10559,12395
GENE.3556,chr11,1540804,1544163,+,3360,0,13,1,80,15,0,2,0,15
GENE.3557,chr11,1546288,1547469,+,1182,112,112,112,112,117,108,112,108,117
GENE.3558,chr11,1548186,1553561,+,5376,0,1,2,0,36,1,74,1,34
GENE.3559,chr11;chr11,1554154;1554675,1554474;1555505,-;-,1152,415,415,415,417,429,391,403,391,429
GENE.356,chr2;chr2,404281;406082,405380;406355,-;-,1374,1874,1874,1879,1897,1893,1598,1729,1598,1893
GENE.3560,chr11;chr11;chr11,1556744;1557317;1563935,1557124;1563786;1565045,-;-;-,7962,0,0,2,0,63,0,21,0,63
GENE.3561,chr11,1569604,1573189,+,3586,182,184,182,188,205,163,213,163,205
GENE.3562,chr11;chr11;chr11;chr11;chr11;chr11;chr11,1576132;1576431;1576658;1576781;1577005;1577258;1577796,1576278;1576533;1576689;1576849;1577111;1577554;1578978,-;-;-;-;-;-;-,1938,702,706,702,746,786,655,682,655,786
GENE.3563,chr11;chr11;chr11,1577407;1577482;1577796,1577410;1577554;1578978,-;-;-,1260,702,706,702,746,783,655,681,655,783
GENE.3564,chr11,1580594,1582483,+,1890,220,220,220,222,229,183,208,183,229
GENE.3565,chr11,1582995,1584512,-,1518,3436,3436,3436,3454,3524,3165,3317,3165,3524
GENE.3566,chr11,1585393,1592034,-,6642,0,0,2,0,26,0,20,0,26
GENE.3567,chr11;chr11;chr11;chr11,1593966;1594314;1594631;1594864,1594175;1594514;1594728;1594951,+;+;+;+,597,891,891,891,912,892,875,878,875,892
GENE.3568,chr11;chr11,1595767;1597243,1597093;1597718,+;+,1803,1775,1775,1775,1951,1843,1499,1679,1499,1843
GENE.3569,chr11;chr11;chr11;chr11,1598550;1598932;1599147;1599567,1598705;1599014;1599228;1599632,-;-;-;-,387,0,0,0,0,3,0,0,0,3
GENE.357,chr2,407900,408438,+,539,24,24,24,32,26,15,20,15,26
GENE.3570,chr11;chr11,1601257;1603075,1602596;1603078,-;-,1344,4705,4705,4705,5139,4715,4087,4193,4087,4715
GENE.3571,chr11,1605321,1606406,+,1086,414,414,414,414,415,395,399,395,415
GENE.3572,chr11;chr11,1608006;1608430,1608329;1608609,+;+,504,0,0,0,0,4,0,0,0,4
GENE.3573,chr11;chr11;chr11;chr11;chr11,1610100;1614533;1615102;1615545;1615720,1614440;1614956;1615391;1615616;1615809,+;+;+;+;+,5217,5793,5796,5794,5878,5879,4946,5507,4946,5879
GENE.3574,chr11,1616416,1621890,-,5475,6478,6478,6510,6744,6749,5881,6057,5881,6749
GENE.3575,chr11,1623447,1630274,-,6828,5434,5435,5482,5728,5554,4735,4846,4642,5530
GENE.3576,chr11,1633920,1636331,+,2412,3520,3520,3520,3530,3560,2977,3415,2977,3560
GENE.3577,chr11;chr11;chr11;chr11;chr11;chr11,1637103;1637291;1638946;1641756;1642590;1642931,1637127;1638641;1641588;1642440;1642790;1643392,-;-;-;-;-;-,5367,0,0,4,0,32,1,141,1,32
GENE.3578,chr11,1644911,1647382,+,2472,1166,1166,1166,1176,1196,979,1131,979,1196
GENE.3579,chr11,1649321,1657012,+,7692,0,0,0,0,37,0,286,0,37
GENE.358,chr2,409983,410228,+,246,0,0,0,0,1,0,0,0,1
