Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.363961,chr9;chr9,139694339;139694841,139694621;139695201,+;+,644,101,100,100,119,80,11,38,11,80
GENE.363962,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,139694767;139697116;139698954;139699214;139699809;139700530;139701209;139701422;139702024,139694945;139697238;139699079;139699268;139699909;139701124;139701319;139701518;139702192,+;+;+;+;+;+;+;+;+,1556,50,49,48,60,37,1,15,1,37
GENE.363979,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,139746819;139747554;139747737;139747997;139748229;139748444;139748663;139748991;139749214;139749389;139749706;139749883;139750184;139750470;139751162;139751359;139751617;139751819;139752111;139752431;139752638;139752852;139753171;139753457;139753661;139754338;139755014,139746914;139747661;139747910;139748122;139748359;139748528;139748788;139749128;139749302;139749562;139749790;139750071;139750300;139750601;139751278;139751493;139751750;139752038;139752248;139752549;139752728;139752998;139753305;139753584;139753769;139754516;139755249,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3658,1570,1562,1539,1544,1068,100,501,100,1068
GENE.36398,chr2,111117950,111118579,-,630,20,21,16,20,14,0,0,0,14
GENE.363981,chr9;chr9;chr9;chr9;chr9,139756571;139757358;139757740;139758272;139760633,139756797;139757451;139757900;139758323;139760738,-;-;-;-;-,640,39,38,39,41,22,1,6,1,22
GENE.363986,chr9;chr9;chr9;chr9;chr9;chr9,139780517;139793165;139794046;139794874;139802522;139804372,139780731;139793380;139794124;139794972;139802683;139804423,+;+;+;+;+;+,823,91,91,90,71,53,7,28,7,53
GENE.363999,chr9;chr9;chr9;chr9;chr9,139834887;139835703;139835989;139836207;139836999,139835623;139835915;139836136;139836918;139837120,-;-;-;-;-,1932,59,60,59,63,48,8,19,8,48
GENE.36400,chr2,111120626,111121012,+,387,0,0,0,0,0,0,0,0,0
GENE.364000,chr9;chr9;chr9;chr9,139835863;139835989;139836498;139836999,139835915;139836136;139836918;139837178,-;-;-;-,802,49,50,49,53,38,7,15,7,38
GENE.364016,chr9;chr9;chr9,139847373;139848152;139848606,139847480;139848231;139848866,+;+;+,449,3,3,3,3,3,0,2,0,3
GENE.364020,chr9;chr9;chr9,139869546;139869847;139871001,139869706;139869938;139871433,+;+;+,686,0,0,0,0,0,0,0,0,0
GENE.364025,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,139871970;139873445;139873675;139874398;139874635;139875285;139878021;139878942;139879488;139879849,139872144;139873584;139873751;139874514;139874736;139875307;139878160;139879015;139879589;139879887,+;+;+;+;+;+;+;+;+;+,989,104,102,98,92,69,9,33,9,69
GENE.364054,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,139912664;139913171;139913355;139913630;139914788;139915146;139915844;139916343;139916803;139917154;139918595;139922527,139912803;139913267;139913522;139913758;139914947;139915513;139916062;139916453;139916930;139917504;139918688;139922623,-;-;-;-;-;-;-;-;-;-;-;-,2062,197,196,197,215,124,16,54,16,124
GENE.364059,chr9;chr9;chr9;chr9;chr9;chr9;chr9,139916119;139916803;139917154;139917393;139918290;139918595;139923169,139916453;139916930;139917317;139917504;139918292;139918688;139923329,-;-;-;-;-;-;-,997,164,162,164,183,93,9,39,9,93
GENE.364060,chr9;chr9;chr9;chr9;chr9;chr9,139916233;139916803;139917154;139917393;139918595;139923169,139916453;139916930;139917317;139917504;139918688;139923325,-;-;-;-;-;-,876,164,162,164,183,93,9,39,9,93
GENE.364076,chr9;chr9;chr9;chr9;chr9;chr9,139956581;139959315;139959530;139959974;139960714;139964342,139959239;139959431;139959637;139960120;139960826;139965040,-;-;-;-;-;-,3843,32,33,33,32,22,2,12,2,22
GENE.364083,chr9;chr9;chr9;chr9;chr9,139996965;140001141;140001702;140001983;140002840,140000767;140001261;140001899;140002114;140003633,+;+;+;+;+,5048,602,615,575,580,384,20,115,20,376
GENE.36409,chr2;chr2,111139739;111141892,111140911;111142102,-;-,1384,170,172,141,162,109,9,23,9,109
GENE.364107,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,140033933;140036465;140040178;140042604;140043461;140051121;140051315;140052831;140053073;140055508;140055741;140056376;140056624;140056856;140057043;140057298;140057621;140058011;140058211;140059638;140062226,140034196;140036599;140040354;140042666;140043561;140051242;140051489;140052975;140053156;140055649;140055868;140056540;140056742;140056968;140057191;140057455;140057782;140058120;140058356;140059748;140063207,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3751,923,908,897,793,583,37,229,37,583
GENE.364129,chr9;chr9;chr9;chr9,140086069;140086711;140086903;140093439,140086626;140086817;140087143;140095250,-;-;-;-,2718,0,1,0,0,0,0,0,0,0
GENE.364135,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,140100147;140100684;140106954;140108232;140108419;140108656;140109022;140109250;140109547;140109859;140110111;140110351;140110519;140110724,140100364;140100761;140107051;140108330;140108520;140108865;140109143;140109470;140109654;140109973;140110257;140110469;140110640;140111461,+;+;+;+;+;+;+;+;+;+;+;+;+;+,2497,0,1,0,0,1,0,0,0,1
GENE.364140,chr9;chr9,140119644;140120066,140119685;140120762,+;+,739,127,125,123,122,109,10,37,10,109
GENE.364176,chr9;chr9;chr9;chr9;chr9;chr9;chr9,140417189;140435094;140437094;140437884;140438176;140441282;140441761,140417309;140435307;140437253;140438024;140438267;140441361;140441826,-;-;-;-;-;-;-,874,223,223,221,221,143,10,71,10,143
GENE.364180,chr9;chr9;chr9;chr9;chr9;chr9;chr9,140458923;140459537;140468660;140469204;140470532;140470761;140473077,140459058;140459606;140468832;140469295;140470619;140470854;140473342,-;-;-;-;-;-;-,919,43,43,43,47,34,9,17,9,34
GENE.364202,chr9;chr9;chr9,140561459;140605419;140611078,140561679;140605482;140611502,+;+;+,710,56,57,54,53,38,6,18,6,38
GENE.364208,chr9;chr9;chr9;chr9;chr9,140683216;140685300;140693265;140695332;140696861,140683280;140685422;140693366;140695436;140697174,+;+;+;+;+,709,113,116,108,98,76,8,52,8,76
GENE.364209,chr9;chr9;chr9;chr9,140685285;140693265;140695332;140697309,140685422;140693366;140695436;140697651,+;+;+;+,688,98,100,94,82,64,6,41,6,64
GENE.364210,chr9;chr9;chr9;chr9;chr9;chr9,140694895;140695332;140705913;140707458;140707838;140708883,140695027;140695436;140706067;140707625;140707982;140708961,+;+;+;+;+;+,785,78,78,72,67,53,5,34,5,53
GENE.364219,chr9;chr9;chr9;chr9;chr9;chr9,140970277;140972566;140990936;140995556;141000151;141006850,140970362;140972710;140991063;140995652;141000259;141006967,+;+;+;+;+;+,683,192,186,184,176,112,12,64,12,112
GENE.364220,chr9;chr9;chr9;chr9;chr9,140970321;140972566;140990936;140995556;141000151,140970362;140972710;140991063;140995652;141000230,+;+;+;+;+,492,172,166,164,156,101,12,55,12,101
GENE.364224,chr9;chr9,141090383;141093588,141090732;141093775,-;-,538,11,11,11,9,3,0,2,0,3
GENE.364237,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,9433048;9469820;9608313;9621585;9622255;9652083;9656057;9659619;9660153;9661189;9661362;9665409;9673033;9677288;9677673;9679651;9682942;9684260,9433487;9469889;9608400;9621729;9622362;9652228;9656315;9659751;9660294;9661252;9661459;9665469;9673154;9677362;9677800;9679816;9683043;9687778,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,5866,1647,1629,1600,1548,1103,87,426,87,1103
GENE.364247,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,12156585;12516799;12627840;12632898;12692982;12701602;12704216;12708314;12712454;12719993;12722478;12724945;12725588;12728518;12734188;12735620;12738648,12157131;12516915;12628000;12633000;12693027;12701706;12704323;12708445;12712573;12720129;12722604;12725034;12725770;12728656;12735252;12736909;12742642,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,8465,1257,1259,1226,1176,887,58,301,58,887
GENE.364252,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,14547894;14550361;14592614;14599305;14622437;14625253;14627113;14708832;14748329,14548247;14550494;14592681;14599528;14622519;14625390;14627327;14708981;14748692,+;+;+;+;+;+;+;+;+,1730,460,457,457,446,299,20,157,20,299
GENE.364254,chrX;chrX;chrX,17818169;17819996;17879218,17819845;17820154;17879418,-;-;-,2037,746,740,732,682,562,62,212,62,562
GENE.364259,chrX;chrX;chrX;chrX;chrX;chrX,22277914;22407780;22761346;23082155;23288168;23311131,22277959;22407837;22761455;23082238;23288293;23311263,-;-;-;-;-;-,557,0,0,0,0,0,0,0,0,0
GENE.364265,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,31137345;31152219;31164408;31165392;31196786;31198487;31200855;31222078;31224699;31227615;31241164;31279072;31341715;31366673;31462598;31496223;31497100;31514905;31525398;31645790;31676107;31697492;31747748;31792077;31838092;31854835;31893305;31947713;31950197;31986456;32173488,31140047;31152311;31164531;31165635;31196922;31198598;31201021;31222235;31224784;31227816;31241238;31279133;31341775;31366751;31462744;31496491;31497220;31515061;31525570;31645979;31676261;31697703;31747865;31792309;31838200;31854936;31893490;31947862;31950344;31986631;32173586,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,7048,6081,6056,5920,6242,4080,426,1700,426,4080
GENE.364269,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,31139514;31152219;31164408;31165392;31187560;31190465;31191656;31196049;31196786;31198487;31200855;31222078;31224699;31227615;31241164;31279072;31341715;31366673;31462598;31496223;31497100;31514905;31525398;31645790;31676107;31697492;31747748;31792077;31838092;31854835;31893305;31947713;31950197;31986456;32173488,31140047;31152311;31164531;31165635;31187718;31190530;31191721;31196087;31196922;31198598;31201021;31222235;31224784;31227816;31241238;31279133;31341775;31366751;31462744;31496491;31497220;31515061;31525570;31645979;31676261;31697703;31747865;31792309;31838200;31854936;31893490;31947862;31950344;31986631;32173586,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5209,5025,5023,4896,5067,3474,362,1495,362,3474
GENE.364278,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,62854847;62863860;62875374;62885766;62893918;62898220;62917005;62926138;62944412;62974184,62858089;62863928;62875617;62885897;62894047;62898452;62917184;62926329;62944591;62974993,-;-;-;-;-;-;-;-;-;-,5413,789,779,757,750,515,38,192,38,515
GENE.364282,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,62857862;62863860;62875374;62885766;62893918;62898220;62917005;62926138;62944412;62951886;62974195;62974899,62858089;62863928;62875617;62885897;62894047;62898452;62917184;62926329;62944591;62952190;62974556;62974988,-;-;-;-;-;-;-;-;-;-;-;-,2345,719,708,687,678,450,29,165,29,450
GENE.364291,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,85403464;85631827;85769282;85906039;85950024;85969551;85994750;85997646;86067859;86068133;86069691;86071037;86087109,85404112;85631865;85769394;85906170;85950182;85969723;85994885;85997729;86068007;86068280;86069837;86071102;86087607,+;+;+;+;+;+;+;+;+;+;+;+;+,2494,120,120,115,121,83,5,24,5,83
GENE.364297,chrX;chrX;chrX;chrX;chrX;chrX,91089659;91131780;91456374;91642734;91723298;91873263,91091043;91134272;91456454;91642932;91723321;91878229,+;+;+;+;+;+,9149,1069,1052,964,1081,766,70,190,70,766
GENE.364309,chrX;chrX;chrX;chrX;chrX,99546642;99596901;99605644;99657522;99661449,99551873;99597070;99605702;99657849;99663595,-;-;-;-;-,7936,1215,1217,1209,1119,885,81,319,81,885
GENE.36431,chr2,111265693,111266244,-,552,0,17,12,28,12,3,2,3,12
GENE.364319,chrX;chrX;chrX;chrX,105883685;105891543;105905245;105912393,105883951;105891616;105905535;105912442,+;+;+;+,682,56,56,50,38,24,1,6,1,24
GENE.364322,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,128937264;128944881;128945382;128946694;128947653;128948634;128957655;128962957;128975755;128977235;128977672,128940462;128944977;128945485;128946796;128947701;128948771;128957813;128963117;128976056;128977302;128977860,-;-;-;-;-;-;-;-;-;-;-,4569,795,790,778,726,532,43,227,43,532
GENE.364325,chrX;chrX;chrX;chrX;chrX,128948747;128957655;128962957;128975755;128977672,128948771;128957813;128963117;128975932;128977885,-;-;-;-;-,737,171,168,169,164,144,15,73,15,144
GENE.364331,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,135229559;135252066;135288566;135289175;135289951;135290614;135291402;135292030,135229787;135252139;135288747;135289349;135290120;135290800;135291601;135293518,+;+;+;+;+;+;+;+,2706,722,721,716,787,555,47,220,47,555
GENE.364338,chrX;chrX;chrX;chrX;chrX;chrX,135251835;135252066;135288566;135289175;135289951;135290614,135251892;135252139;135288747;135289349;135290120;135290729,+;+;+;+;+;+,775,345,343,341,385,274,26,117,26,274
GENE.364341,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,147582228;147733520;147743429;147891400;147924490;147924906;147967419;147985751;148035110;148037133;148039867;148044245;148048320;148049159;148055001;148059463;148059892;148062268;148068897;148072741,147582664;147733640;147744289;147891444;147924526;147924957;147967515;147985788;148035269;148038143;148039988;148044467;148048609;148049222;148055137;148059534;148059985;148062320;148069087;148075954,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,7319,55,56,54,57,41,5,19,5,41
GENE.364361,chrX;chrX;chrX;chrX;chrX,2209543;2310395;2326786;2343238;2418352,2209644;2310515;2326854;2343345;2418630,-;-;-;-;-,679,27,56,54,33,38,3,20,3,38
GENE.364373,chrX;chrX;chrX;chrX;chrX,2747313;2748102;2761254;2772021;2773034,2747395;2748236;2761395;2772195;2773122,+;+;+;+;+,624,0,1,0,0,0,0,0,0,0
GENE.364376,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,2959512;2986114;2990067;2994589;2998932;3002284;3007537;3019128;3021803;3028169;3030215,2959704;2986152;2990216;2994710;2999054;3002707;3007673;3019262;3021965;3028293;3030767,+;+;+;+;+;+;+;+;+;+;+,2164,307,309,306,309,242,29,105,29,242
GENE.364393,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,9754496;9841692;9859017;9862398;9866230;9900215;9905174;9907235;9912681;9914711,9754750;9841843;9859148;9864738;9866330;9900910;9905725;9907406;9912953;9917483,+;+;+;+;+;+;+;+;+;+,7447,1905,1883,1867,1690,1415,145,519,145,1415
GENE.364396,chrX;chrX;chrX;chrX;chrX,10210379;10225056;10230738;10255874;10333306,10210463;10225221;10230981;10255931;10333363,+;+;+;+;+,611,249,249,245,227,159,7,83,7,159
GENE.364408,chrX;chrX;chrX;chrX;chrX;chrX;chrX,13789575;13794357;13795471;13797937;13801484;13803741;13956626,13792743;13794422;13795544;13798108;13801640;13803927;13956757,-;-;-;-;-;-;-,3957,478,470,460,400,286,30,116,30,286
GENE.364414,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,15579156;15582147;15584376;15585849;15588418;15589747;15590324;15591490;15593789;15596212;15599344;15603598;15605876;15607467;15609836;15610352;15612968;15618849;15620079,15580136;15582341;15584492;15585949;15588476;15589919;15590446;15591588;15593933;15596438;15599513;15603695;15605981;15607579;15609979;15610445;15613126;15619137;15620192,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3507,274,268,268,247,169,14,83,14,169
GENE.364425,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,16606429;16608875;16627664;16635273;16638400;16657270;16685637;16685785;16688703;16696485;16701217;16707573;16709663;16711264;16711494;16716359;16717046;16720860;16730458,16607898;16608985;16627808;16635369;16638455;16657366;16685680;16685847;16688797;16696573;16701349;16707724;16709743;16711347;16711610;16716459;16717216;16721064;16730775,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3629,2443,2419,2383,2255,1710,169,671,169,1710
GENE.364434,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,18189095;18192150;18194092;18195689;18198630;18209121;18221621;18230685;18231894;18234641;18238846,18189324;18192378;18194213;18195889;18198770;18209228;18222035;18230800;18232031;18234853;18239024,-;-;-;-;-;-;-;-;-;-;-,2092,1236,1223,1204,1139,839,93,391,93,839
GENE.364436,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,18443703;18525055;18528940;18582597;18593474;18597968;18600011;18602383;18606074;18613468;18616582;18622022;18626931;18627585;18631272;18637987;18643248;18646491;18664127;18668530;18671552,18443815;18525280;18528974;18582642;18593610;18598088;18600070;18602473;18606263;18613548;18616733;18622988;18627032;18627690;18631395;18638086;18643367;18646707;18664210;18668712;18671749,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3453,480,480,470,441,304,23,134,23,304
GENE.364438,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,18709032;18715964;18718452;18725778;18748299;18751866;18767910;18775745;18779648;18797128;18800484;18802017;18807239;18822010;18824521;18836157;18842041;18843869;18845394,18709213;18716050;18718554;18725945;18748426;18751926;18768070;18775859;18779694;18797294;18800520;18802166;18807391;18822195;18824663;18836263;18842204;18843953;18846039,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2890,560,555,549,502,364,49,186,49,364
GENE.364443,chrX;chrX;chrX;chrX;chrX,18718170;18725778;18748299;18751866;18767910,18718554;18725945;18748426;18751926;18768070,+;+;+;+;+,903,297,290,289,290,201,30,97,30,201
GENE.364449,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,19007432;19013014;19014169;19017114;19017979;19020964;19022876;19024120;19024338;19025353;19026098;19027744;19028731;19031804;19037717;19039222;19041534;19042027;19045337;19046301;19049102;19051731;19054060;19055585;19055707;19058307;19086835;19100820;19140560,19009166;19013166;19014270;19017397;19018078;19021232;19022997;19024223;19024383;19025475;19026241;19027900;19028896;19032192;19037783;19039316;19041571;19042066;19045392;19046356;19049155;19051772;19054095;19055608;19055754;19058342;19086953;19100864;19140677,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4768,677,675,673,623,485,44,189,44,485
GENE.364472,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,20173375;20174227;20179762;20181082;20183017;20185707;20187520;20190864;20193282;20194368;20194552;20195114;20204414;20205946;20206615;20211605;20212307;20213183;20222140;20227406;20252876;20258687;20259711,20173638;20174367;20179879;20181158;20183178;20185865;20187609;20190986;20193406;20194470;20194616;20195202;20204484;20206088;20206652;20211711;20212386;20213263;20222221;20227522;20252932;20258723;20259806,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2425,160,158,160,162,108,13,67,13,108
GENE.364479,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,21857754;21861288;21863289;21869627;21871494;21886585;21887616;21896160;21896615;21899015;21900551,21857927;21861436;21863502;21869730;21871621;21886703;21887796;21896254;21896810;21899090;21903542,+;+;+;+;+;+;+;+;+;+;+,4428,2422,2399,2386,2252,1688,158,739,158,1688
GENE.364482,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,22056171;22065168;22094506;22095594;22108547;22112101;22115073;22117124;22129585;22132576;22151640;22186429;22196390;22208561;22231021;22237153;22239730;22244560;22245624;22263450;22265968,22056655;22065329;22094592;22095820;22108615;22112217;22115156;22117269;22129678;22132704;22151741;22186506;22196493;22208619;22231075;22237220;22239860;22244625;22245728;22263526;22266413,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2891,948,947,938,943,708,68,296,68,708
GENE.364486,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,23721801;23722811;23723110;23723626;23723885;23724745;23725994;23731252;23739998;23740787;23748644;23748933;23751289;23754036;23775044;23780554;23783664,23722099;23722961;23723197;23723711;23723975;23724856;23726061;23731325;23740101;23740870;23748681;23749103;23751334;23754133;23775226;23780699;23784592,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2768,1219,1211,1201,1132,850,111,388,111,850
GENE.364509,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,30848454;30852168;30864668;30870895;30872233;30877604;30885232;30885582;30889816;30917188;30993130,30849692;30852269;30864761;30871055;30873679;30877795;30885335;30885666;30889918;30917280;30993201,-;-;-;-;-;-;-;-;-;-;-,3692,2210,2202,2190,2123,1569,156,666,156,1569
GENE.364510,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,30848454;30852168;30861083;30864668;30870895;30872233;30877604;30885232;30885582;30889816;30917188;30993130,30849692;30852269;30861166;30864761;30871055;30873679;30877795;30885335;30885666;30889918;30917280;30993201,-;-;-;-;-;-;-;-;-;-;-;-,3776,2220,2211,2201,2134,1583,161,674,161,1583
GENE.364513,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,31139673;31152219;31164408;31165392;31187560;31190465;31191656;31196786;31198487;31200855;31222078;31224699;31227615;31241164;31279072;31284927,31140047;31152311;31164531;31165635;31187718;31190530;31191721;31196922;31198598;31201021;31222235;31224784;31227816;31241238;31279133;31285024,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2224,2351,2349,2293,2288,1596,214,777,214,1596
GENE.364515,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,31187703;31191656;31196049;31196786;31198487;31200855;31222078;31224699,31187718;31191721;31196087;31196922;31198598;31201021;31222235;31224717,-;-;-;-;-;-;-;-,714,935,936,928,932,755,139,411,139,755
GENE.364522,chrX;chrX;chrX,34224842;34230277;34433298,34224934;34230352;34433654,-;-;-,526,0,0,0,1,0,0,0,0,0
GENE.364541,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,38008595;38013715;38016149;38019270;38020186;38024022;38031134;38033413;38080579,38009147;38013836;38016282;38019449;38020307;38024148;38031310;38033604;38080696,-;-;-;-;-;-;-;-;-,1725,469,467,455,414,324,31,136,31,324
GENE.364554,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,38420795;38422209;38425575;38525375;38530630;38533475;38534959;38540458;38546853;38547193,38420880;38422392;38425608;38525563;38530704;38533570;38535114;38540541;38546928;38547422,+;+;+;+;+;+;+;+;+;+,1210,154,152,154,147,102,6,37,6,102
GENE.364561,chrX;chrX;chrX;chrX;chrX;chrX;chrX,40489189;40489866;40495785;40496259;40498261;40506259;40506557,40489414;40490025;40495964;40496408;40499572;40506393;40506773,-;-;-;-;-;-;-,2380,522,518,519,568,377,44,144,44,377
GENE.364573,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,41379589;41383204;41390260;41393959;41394146;41401944;41412972;41414853;41419032;41420812;41428921;41437593;41446160;41448768;41469157;41481870;41485857;41495831;41519692;41524530;41530681;41598637;41604777;41646431;41712368;41782183,41379849;41383287;41390462;41394039;41394211;41402059;41413168;41414888;41419100;41420897;41428999;41437781;41446240;41448845;41469278;41481887;41485956;41495914;41519814;41524705;41530783;41598709;41604854;41646536;41712480;41782260,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2800,2,2,2,2,2,1,2,1,2
GENE.364577,chrX;chrX;chrX,41548259;41548999;41554881,41548337;41549088;41556526,+;+;+,1815,494,492,484,466,344,28,130,28,344
GENE.364581,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,43515550;43517110;43542761;43552538;43571119;43571952;43587420;43590488,43515662;43517217;43542855;43552675;43571223;43572043;43587561;43590629,+;+;+;+;+;+;+;+,935,87,86,81,71,43,4,24,4,43
GENE.364590,chrX;chrX;chrX;chrX;chrX,44950062;44965787;44966655;44969324;44970627,44950109;44965894;44966781;44969494;44970907,+;+;+;+;+,735,204,205,203,203,140,23,100,23,140
GENE.364607,chrX;chrX;chrX;chrX;chrX;chrX,47053236;47057566;47058202;47058447;47058608;47058879,47053423;47057754;47058318;47058505;47058776;47058965,+;+;+;+;+;+,809,402,392,388,379,281,55,150,55,281
GENE.364625,chrX;chrX,48364911;48367107,48365443;48367226,-;-,653,35,35,35,40,33,10,18,10,33
GENE.364631,chrX;chrX;chrX;chrX;chrX;chrX,48755226;48755775;48758467;48759207;48759510;48760009,48755376;48755859;48758578;48759319;48759661;48760070,+;+;+;+;+;+,675,323,320,308,315,250,43,110,43,250
GENE.364650,chrX;chrX;chrX;chrX;chrX,49020334;49021045;49021201;49021528;49022428,49020367;49021127;49021428;49021699;49022552,+;+;+;+;+,642,288,286,275,307,205,22,91,22,205
GENE.364654,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,49969416;50027542;50028127;50031780;50037863;50051505;50055537;50056856;50085201;50089651;50090625;50094240;50094606,49969601;50027616;50028259;50031887;50037993;50054496;50055632;50056948;50085338;50089806;50090774;50094370;50094909,+;+;+;+;+;+;+;+;+;+;+;+;+,4693,3824,3797,3716,3648,2319,215,970,215,2317
GENE.364666,chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX,51636754;51637372;51638149;51639505;51640304;51640643;51640891;51641381;51641677;51643278;51644649;51645242,51636851;51637445;51638856;51640173;51640367;51640722;51641289;51641423;51641739;51643392;51645034;51645448,+;+;+;+;+;+;+;+;+;+;+;+,2906,26,26,24,20,13,0,4,0,13
